Name,Country,Email
PRIDE/Special Clinic Egypt (zz),Egypt,  
Prison Fellowship International (PFI),United States of America,unitedchristianassembly@yahoo.com
Prison Watch Public Association,Azerbaijan,  
Prisoners Abroad,United Kingdom,  
Prisons Care & Counselling Association (PRISCCA),Zambia,  
Pro Adolescentes Bolivia,Bolivia,  
Procedural Aspects of International Law Institute,United States of America,  
Prodigals' Home,India,  
Product of Prison,Netherlands,  
Professional Association of Independent Institutes Concerned with Addiction (PAICA),Germany,  
Professionals for Humanity (PROFOH),Nigeria,  
Program for the Assistance of Addicts (PROAD),Brazil,  
Programa Venezolano de Educación-Acción en Derechos Humanos (PROVEA),Venezuela,  
Programme to Combat Substance Abuse,India,  
Progressive women Association Khadisy,Kyrgyzstan,  
Project Agape (PROAGAPE),Nigeria,  
Project Angelo,Sweden,  
Project Gateway,South Africa,  
Project Outreach,Guyana,  
Project Respect Inc.,Australia,  
Project Return Foundation,United States of America,  
Project Secure,Nigeria,  
Projecto de Saúde em Lisboa (PROSALIS),Portugal,  
Projects Appraisal and Development Research International (PADRI),Kenya,  
Projekt Clovek - Project Man,Slovenia,  
Projeto Legal,Brazil,  
Projeto Trama,Brazil,  
Prolife Advancement And Education Partners (PLAEP),Zambia,  
Promocianes Deportivas Ilimitadas,Peru,  
Promotion of the Family and the Community (INPRHU),Nicaragua,  
Prosadpur Swami Vivekananda Sevaniketan (PSVS),India,  
Protimos,United Kingdom,  
Protirodh,Bangladesh,  
Prottashito Nari and Shishu Sangstha (Pronasis),Bangladesh,  
Proyecto Alternativas,Honduras,  
Proyecto Esperanza - Adoratrices,Spain,  
Proyecto Justicia y Vida,Colombia,  
"Proyecto U.N.O. ""Una Nueva Oportunidad""",Argentina,  
Proyecto Victoria,Honduras,  
Psicotropicus,Brazil,  
Psychedelic Prevention and Addiction Relinquishment Centre,Viet Nam,  
Psychiatric Care Foundation,Ghana,  
Psychological Conflict Awareness and Control Agency (PSYCACA),Kenya,  
Public Affairs Center,India,  
Public and Private Development Centre LTD (PPDC),Nigeria,  
Public Association Mamele Pentru Viata (Mothers for Life),Republic of Moldova,  
Public Concern at Work (PCaW),United Kingdom,  
Public Foundation “Help”,,  
"Public Fund ""Health for All""",Kyrgyzstan,  
Public institution/Institute of Family Relations (Seimos Santykiu Institutas),Lithuania,  
Public Interest Advocacy Center (PINACLE),Lebanon,  
Public Organization Sudmand,Tajikistan,  
Public Services Labor Independent Confederation (PSLINK),Philippines,  
Public Union “Initiativa”,Kazakhstan,  
Publication and Coordination Centre of Islamic Ideology and Sufi-ism,Bangladesh,  
Pui Hong Self-Help Association,Hong Kong SAR of China,  
PULSE Foundation,Bulgaria,  
Punleu Komar Kampuchea Organisation (PKKO),Cambodia (new code CMB),  
Pure Hearts Club,Thailand,  
Pure Referral Centre,Barbados,  
Pusat Kajian Dan Perlindungan Anak (PKPA),Indonesia,  
Pusat Komuniti Ikhlas,Malaysia,  
Qatar Foundation,Qatar,  
Qatar Foundation for Combatting Human Trafficking (QFCHT),Qatar,  
"Qatar Foundation for Education, Science and Community Development",Qatar,  
Qharuru,Bolivia,  
Quaker Peace Centre,South Africa,  
Quality of Life Development Centre,Thailand,  
Quit Drugs Treatment Organization,Pakistan,  
Rafiki Family,Tanzania (United Republic of),  
Rahaleo Development Association (RADAE),,  
Rainforest Action Group of India,India,  
Raks Thai Foundation,Thailand,  
Rassemblement des frères unis pour le développement soci-culturel (RAFUDESC-BENIN),Benin,  
Ratiu Center for Democracy (RCD),Romania,  
Ray of Everlasting and Continuous Hope Organization (REACH),Viet Nam,  
Ray of Hope (ROH),Pakistan,  
Reach out Centre Trust,Kenya,  
REAL Women of Canada,Canada,  
Realistic Rebuilding and Life Skills Training Centre (REALISTIC),South Africa,  
Rebirth House,Trinidad and Tobago,  
Rebirth Society,Iran (Islamic Republic of),  
Rebirth Therapeutic Community,Thailand,  
Reception and Assistance to Victims of Human Trafficking (PAG-ASA),Belgium,  
Red Andina de Información (RAI),Bolivia,  
Red Barnet / Save the Children Denmark,Denmark,  
Red Chilena de Prevención de Drogas (CHIPRED),Chile,  
Red Cross Chapter of Yen Bai Province,Viet Nam,  
Red Cross Society of Uzbekistan,Uzbekistan,  
Red Departamental de Mujeres Chocoanas,Colombia,  
Red Euro-Iberoamericana de Governabilidad para el Desarrollo,United Kingdom,  
Red Iberoamericana de ONG´s que trabajan en Drogodependencias (RIOD),Spain,  
REd Initiatives,Trinidad and Tobago,  
"Red Nacional de Educación, Salud Sexual y Desarrollo para Jóvenes (REDESS Jovenes)",Peru,  
Rede Nacional Sobre Droga & HIV (UNIDOS),Mozambique,  
Redeem The Generation (RTG),Ethiopia,  
Redeemed AIDS Programme Action Committee (RCCG/RAPAC),Nigeria,  
Redemption Health Foundation for Sustainable Rural Development and Conservation,Cameroon,  
Redemption Research for Health and Educational Development Society (RRHEDS),India,  
Reden STOP Kvindehandel,Denmark,  
Redress,United Kingdom,  
Reduc,Brazil,  
Reflection and Concrete Actions for Africa Development (RECAAD-Cameroon),Cameroon,  
Reforma: Latin American Drug Policy Reform Network,Argentina,  
"Refugee & Immigration Legal Centre, Inc (RILC)",Australia,  
Refugee Consortium of Kenya,Kenya,  
Regional Center For Community Policies (RCCP),Republic of Moldova,  
Regional Centre of Social Adaptation (RCSA),Ukraine,  
Regional Centre for International Development Cooperation (RCIDC),Uganda,somalia@rcidc.org
Regional Development Foundation (RDF),Bulgaria,info@regio.bg
Regional Social Welfare Resource Centre Budapest,Hungary,  
Rehabilitation and Prevention Project for Street Children (RPPSC),Ethiopia,  
Relais urbain d'échanges et de lutte contre l'exploitation (RUELLE),France,  
Release UK,United Kingdom,  
Relief International (RI),United States of America,  
Remar Ghana,Ghana,  
Remedios AIDS Foundation (RAF),Philippines,  
Renasterea Botosaneana,Romania,  
Reprieve Australia (RA),Australia,  
Reproductive Health Alliance,Kyrgyzstan,  
Republican Health Centre,Belarus,  
Republican Prevention Center on Alcohol and Drug Abuse and Delinquencies among Young People,Russian Federation,  
"Republican Public Organization ""Belarusian Association of UNESCO Clubs"" (PRO BelAU)",Belarus,  
"Republican public organization ""MOTHERS AGAINST DRUGS"" (MAD)",Belarus,  
Rescue Alternatives Liberia (RAL),Liberia,  
Rescue Foundation,India,  
Research and Documentation Center on Human Rights (RDCHR),Liberia,  
Research and Training For Real Empowerment,Nigeria,  
"Research Centre for Gender, Family and Environment in Development (CGFED)",Viet Nam,  
Research Consultants Indonesia (RECON-INDO),Indonesia,  
Research Institute on Addiction Republic of Georgia,Georgia,  
"Réseau Action, Justice et Paix (RAJP)",Côte d'Ivoire,  
Reseau Aden Cameroun,Cameroon,  
Reseau Congolais Des Ong De Lutte Contre La Drogue (Re.Co.Lu.D),Congo,  
Reseau des Citoyens Haitiens pour la Promotion des Droits de l'Homme,Haiti,  
Réseau des Jeunes pour la Sauvegarde de l'Environnement (RJSE),Niger,  
Réseau des organisations pour la transparence et l’analyse budgétaire (ROTAB),Niger,  
Réseau des plates-formes nationales d'ONG d'Afrique de l'Ouest et du Centre (REPAOC),Senegal,  
Réseau Ensemble pour le Développement Durable du district d’Arta (EDDA),Djibouti,  
Réseau Nat. de Coopération pour la Prévention de l'Abus des Drogues au Niger (RENHCOOP - Niger),Niger,  
Réseau National de Lutte anti Corruption (RENLAC),,  
Residential Treatment and Rehabilitation Centre (KYC - Punarjiwan Kendra),Nepal,  
Resource Centre for Women Marta,Latvia,  
Restore Hope International INC,Liberia,  
Restorer of the Breach Drug Rehabilitation Centre (ROTB-DRC),Philippines,  
Reto a la Esperanza A.C,Mexico,  
Reto Center (Friends of hope Association),Croatia,  
REVIVIR Asociación Civil,Argentina,  
RIC-Rose Co-Operation Nepal,Nepal,  
Richmond Fellowship (RF),United Kingdom,  
Riga Drug Abuse Prevention Centre,Latvia,  
Riga Psychiatry and Drug and Alcohol Abuse Centre,Latvia,  
Right and Prosperity,Tajikistan,  
Right To Play,Canada,  
Rights & Accountability in Development (RAID),United Kingdom,  
Rights of Individuals for Social Empowerment (RISE),Nepal,  
RISE Life Management Services,Jamaica,  
Romanian Association Against AIDS (ARAS),Romania,  
Roots of Peace,United States of America,  
Roshan Rasta,Pakistan,rrdiclhr@yahoo.com
Roshni Development Organization (RDO),Pakistan,  
Rotary International,United States of America,  
Roxin Alliance Limited,Germany,info@roxin-alliance.org
Royal Integrity & Accountability Organisation,Nigeria,  
Royal Project Foundation,Thailand,  
ROZA Clinic and Consultation (RCC),Bangladesh,  
Rufaida Health Foundation,Sudan,  
Ruhama,Ireland,  
Rumah Lanjutan Pemulihan Kinta,Malaysia,  
Rural Drug Rehabilitation Programme,Papua New Guinea,  
Rural Agricultural Social Development Organization (RASDO),Bangladesh,  
Rural Alliance for Development (RAD),Nigeria,  
Rural and Environment Development Society (REDS),India,  
Rural Development Organization (RDO),Pakistan,  
Rural Initiative Grouping Action (ONG AGIR),Cameroon,  
Rural Initiatives in Sustainability & Empowerment (RISE),Pakistan,  
Rural Women Development Initiative (RUWODI),Tanzania (United Republic of),  
Russian Narcological Association,Russian Federation,  
S. C. Patel Trust,India,  
S.O.F.I.A. 98 LTD.,Bulgaria,  
S.O.S. Foundation,,  
Saathi Samuha Against Aids,Nepal,  
Sabah Association for Child Care,Sudan,  
Sabah Integrity Alliance Association (SINAR),Malaysia,  
SACH Struggle for Change (SACH),Pakistan,  
Safe Care Trust International (SCTI),Pakistan,  
Safe City and Country (SCC),Poland,  
Safe Society,India,  
Saferafrica,South Africa,  
Sagi Navstretchu (Steps to Meet) Foundation,Kazakhstan,  
Sahaara Charitable Society (SCS),India,  
Sahara,India,  
Sahkar Social Welfare Association Larkana (SSWAL),Pakistan,  
Sahyadro Gramin Vikas va Bahuuddeshiya Yuvak Kalyan Sanstha,India,  
Saiban Development Organization (Mardan Khyber Pukhtwn Khwa Pakistan) (SDO),Pakistan,  
Saidia Wagonjwe Wa Akili Zanzibar (SWAZA),Tanzania (United Republic of),  
Saint Lucia Junior Pride,Saint Lucia,  
Sajha Foundation (SAFA),,  
Sakbol Association,Kyrgyzstan,  
Sakhi,India,  
Saktan Foundation,Kazakhstan,  
Salomatlik Plus Ecologiya Health plus Ecology,Uzbekistan,  
Salvage International,Ghana,  
Samaritan Trust,Malawi,  
"Samaritan Village, Inc.",,  
Samilia Foundation,Belgium,  
Samoa Umbrella Group for Non-Governmental Organisations (SUNGO),Samoa,  
San Patrignano Foundation,Italy,  
Sananim,Czech Republic,  
Sanayee Development Organization (SDO),Afghanistan,  
SANCA Lowveld Alcohol & Drug Help Centre,South Africa,  
"Sanca project ""Children and youth at risk""",South Africa,  
"Sange Research Center, Civic Foundation",Kazakhstan,  
Sangha Metta Project,Thailand,  
Sangram Sewa Sadan,Mauritius,  
Sangram Sewa Sadan Association,Mauritius,  
Sanlaap,India,  
Santé Sidi El Houari (SDH),Algeria,  
Santikara Foundation,Indonesia,  
Santos Development Organisation (SADO),Cameroon,info.sado@gmail.com
Sao Sary Foundation (SSF),Cambodia,  
Save Africa on Environment and Economic Matters (SAEEM),Nigeria,  
Save Africa on Environment by Empowerment Initiative (SAEEMI),Nigeria,  
Save Orphans Development Tanzania (SODT),Tanzania (United Republic of),  
Save Our Society from Drugs (S.O.S),United States of America,  
Save Our Souls Foundation (SOS),Kyrgyzstan,  
Save The Future Generation (SFG),Georgia,  
Save the World (STW),Ghana,  
Save Vision Africa (SVA),Nigeria,  
Save Your Generation Ethiopia (SYGE),Ethiopia,  
Saviya Development Foundation,Sri Lanka,  
School Vision,Ghana,  
Schweizerischer Dachverband für Drogenlegalisierung (DROLEG),Switzerland,  
Sedia Bersahabat,Malaysia,  
"Self-Enhancement for Life Foundation, Inc. (SELF)",Philippines,  
Self-Help Addiction Rehabilitation,Cameroon,  
"Self-Help Addiction Rehabilitation, Inc.",,  
Self-Help Development Facilitators (SEDFA),Nigeria,  
Semipalatinsk United Association of Family Doctors,Kazakhstan,  
Senim,Kazakhstan,  
Ser Foundation for Humanitarian Aid,Hong Kong SAR of China,  
Service national de prevention (National prevention Service),Guinea,  
Servicio de Promoción y Animación Juvenil (SEPAJ),Colombia,  
Servicio Ecuménico de Apoyo y Orientación a Migrantes y Refugiados (CAREF),Argentina,  
Servicio Ecumenico para la Dignidad Humana (SEDHU),Uruguay,  
Serviço Assistencial Salao do Encontro,Brazil,  
Serviço Social da Indústria (SESI),Brazil,  
Shabnam Advocacy Center,Uzbekistan,  
Shaheen Welfare Society,Pakistan,  
"Shakti Asian Women's Centre, Inc.",New Zealand,  
Shakti Samuha,Nepal,  
Shalom,India,  
Shapagat Foundation,Kazakhstan,  
Shared Hope International,Canada,  
Shayestabad Altruism Institute of Nation-Wide Task (SAINT-Bangladesh),Bangladesh,  
Shekinah Care Centre,South Africa,  
Shekinah Home Services,Malaysia,  
Shelter Don Bosco,India,  
Shelter for Women and Children in Distress Trust Fund,Mauritius,  
Shena Bhavan,India,  
Shirika La Maendeleo Tarime (Shimata),Tanzania (United Republic of),  
Shoqata Kombetare Edukim Per Jetenshkej (SHKEJ),Albania,  
Si Jeunesse Savait,Congo,  
Siberian Alternative Centre,Russian Federation,  
Siberian Initiative,Russian Federation,  
Sikkha Asia Foundation (SAF),Thailand,  
Siloam Centre,Singapore,  
"Sinag Foundation, Inc.",Philippines,  
Sindicato Vacional de Tradajadoras del Servicio Domestico (SINTRASEDOM),Colombia,  
Singapore Anti-Narcotics Association (SANA),Singapore,  
Sistema Educativo Antidrogas y de Movilización Social (SEAMOS),Bolivia,  
Ska'luv Institute (SI),Czech Republic,  
Skills For Justice,United Kingdom,  
Skillshare South Africa,South Africa,  
Skoun Lebanese Addiction Center,Lebanon,  
Slovak Governance Institute (SGI),Slovak Republic (use SLO),  
Slum Child Foundation (SCF),Kenya,  
Small Arms Survey (SAS),Switzerland,  
Smart,Sweden,natalia_bel@yahoo.com
Smiling Kids Zambia,Zambia,  
SNEHALAYA,India,  
Sober Uganda,Uganda,  
Social Aid/ InterSocAid,Belarus,  
Social AIDS Committee (SKA),Poland,  
Social Awareness Service Organization (SASO),India,  
Social Contract Centre,Egypt,  
Social Development Office,Kuwait,  
Social Education & Welfare Association (SEWA),India,  
Social Forum For Addictions,Slovenia,  
Social Guidance Agency,India,  
Social Help & Research Organization (SHRO),Pakistan,  
"Social Institute ""Youth & Civilization""",Tajikistan,  
Social Needs,Kenya,  
SOCIAL SANGAT (Sangat Library & Social Services),,socialsangat@gmail.com
Social Sector Support Service,,  
Social Welfare & Community Development Society (SWCDS),Pakistan,  
Social Welfare Society ( Rokhana Lar),Pakistan,  
Socialist International Women,United Kingdom,  
"Sociedad Científica Española de Estudios sobre el Alcohol, el Alcoholismo y las otras Toxicomanías (SOCIDROGALCOHOL)",Spain,  
"Sociedad San Francisco de Sales, Movimiento Tacurú",Uruguay,  
Sociedade de Defesa dos Direitos Sexuais na Amazonia (Sodireitos),Brazil,  
"Sociedade de Promoção Humana (SOPROH, (formerly ACAT))",Brazil,  
Société de Psychopathologie et d' Hygiène Mentale de Dakar,Senegal,  
Société d’Appui à la Mise en Œuvre du Droit International (SAMEDI),Congo,  
Society Against Drug Abuse (SADA),Nigeria,  
Society and Youth Development (SYD),Ghana,  
Society for Aid to Accident Victims,Tanzania (United Republic of),  
Society for Community Health Rehabilitation Education and Awareness (CREA),Bangladesh,  
Society for Community Intervention and Research (SCIR),India,  
Society for Comparative Legislation,France,  
Society for Development & Community Empowerment Consortium (SDCE),Nigeria,  
"Society for Environmental Awareness, Rehabilitation of Child and Handicapped (SEARCH)",India,  
Society for Health Education (SHE),Maldives,  
"Society for Health, Education, Agriculture and Self-Sufficiency",Bangladesh,  
Society for Human Rights and Prisoners' Aid (SHARP),Pakistan,  
Society for Protection and Assistance of Socially Disadvantaged Individuals (SPASDI),Iran (Islamic Republic of),  
Society for Service to the Urban Poverty (SHARAN),India,  
Society for the Advancement of Global Understanding,Austria,voelkerverstandigung@gmx.at
Society for the Aid and Rehabilitation of Drug Abusers (SARDA),Hong Kong SAR of China,  
Society for the Promotion of Youth and Masses (SPYM),India,  
Society for the Prophylactics of Drug Addiction and Medical & Social Rehabilitation (SASOEBA),Georgia,  
Society for Theatre Education,India,  
Society for widows and orphans (SOWIPHANS),Nigeria,  
Society for Women and AIDS in Africa (SWAA),Senegal,  
Society for Women and AIDS in Africa/Nigeria (SWAAN),Nigeria,  
Society Of Collective Interests Orientation (SOCIO),Pakistan,  
Society of Rehabilitation and Crime Prevention,Hong Kong SAR of China,  
Society of Struggling Qat.,Yemen,  
Society Undertaking Poor People's Onus for Rehabilitation (SUPPORT),India,  
Socio-Economic Rights and Accountability Project (SERAP),Nigeria,  
Socio-Legal Aid Research & Training Centre (SLARTC),India,  
Soglom Ayel Medical Center of Education and Sanitation,Uzbekistan,  
Soins Infirmiers et Developpement Communautaire (SIDC),Lebanon,  
Soka Gakkai International,Japan (use new code JPN),  
Solidaridad con Communidades Desalojadas,Uruguay,  
Solidarity,Ukraine,  
Solidarity for Social Equality (SSEHRC),India,  
Solidarity with women in distress! (SOLWODI),Germany,solwodi@wananchi.com
Somaliland Humanitarian Relief Association (SOHURA),Somalia,  
Somaliland Youth Community Association (SOYCA),Somalia,  
Soroptimist International (SI),United Kingdom,  
SOS Drogue International,,  
SOS Drogues,Senegal,  
SOS Transparence,Côte d'Ivoire,  
SOS Violences Sexuelles,Côte d'Ivoire,  
SOS-SIDA,Morocco,  
Sotsium Association/ Partnership Network,Kyrgyzstan,  
South African Alliance for the Prevention of Substance Abuse (SAAPSA),South Africa,  
South African National Council on Alcoholism and Drug Dependence (SANCA),South Africa,  
South African NGO Coalition (SANGOCO),South Africa,  
South Caucasus Office on Drugs and Crime (SCODC),Georgia,  
South Eastern European and Adriatic Addiction Treatment Network (SEEA),Slovenia,  
Southern African Anti Human Trafficking Trust (SAAHTT),Zimbabwe,  
Sovereign Military Order of the Temple of Jerusalem (OSMTH),United States of America,  
Speda,Iraq,  
Sport+,United Kingdom,  
Sportom Proti Drogám (Sport against Drugs),Slovakia,  
Sports Coaches' OutReach (SCORE),South Africa,info.sa@score.org.za
Sports Connection Ltd,Kenya,  
Sports Eye Foundation Uganda (SEFU),Uganda,  
Sri Bawean Putra Halfway House,Singapore,  
Sri Lanka - United Nations Friendship Organisation (SUNFO),Sri Lanka,  
Sri Lanka Anti-Narcotics Association (SLANA),Sri Lanka,  
Sri Lanka Federation of NGOs Against Drug Abuse (SLFONGOADA),Sri Lanka,  
St John of God Waipuna Youth and Community Trust,New Zealand,  
St. Dimitrie Foundation,Romania,  
St. Joseph's College,India,  
St. Kitts Council on Drug Abuse,Saint Kitts and Nevis,  
"St. Petersburg Humanity and Political Studies Center ""Strategy""",Russian Federation,  
St. Vincent's Hospital,Australia,  
St. Xavier's Social Service Centre,Nepal,  
"Stairway to Recovery, Inc.",,  
Stanley Street Treatment and Resources (SSTAR),United States of America,  
Stat View Association (SVI),Guinea,  
Steadfast Action Foundation,Zambia,  
STEP GmbH,Germany,  
Stg Mamio Namen Project,Suriname,  
Stichting Christelijke Drugsbestrijding,Netherlands,  
Stigamot,Iceland,  
STOP (Trafficking UK),United Kingdom,  
Stop AIDS,Albania,  
Stop Child Trafficking Now (STCN),United States of America,  
STOP THE TRAFFIK,United Kingdom,  
"Stop Trafficking, Oppression and Prostitution of Children and Women (STOP)",India,  
StoptheDrugWar.org,United States of America,  
Street Kids International,Canada,  
Street Kids Project,Zambia,  
Street League,United Kingdom,northeast@streetleague.co.uk
Strömsburgs Motivations and Litreoningshem,Sweden,  
Strong Tower Mission,Nigeria,  
Struggle against AIDS,Azerbaijan,  
Student Aid Liberia Inc (SAL),Liberia,  
Student Development Association,Tanzania (United Republic of),  
"Student volunteer initiative ""UNION""",Russian Federation,  
Students for Sensible Drug Policy,United States of America,  
Students' Campaign Against Drugs (SCAD),Kenya,  
Subhan Medical Centre Trust (SMCT),Pakistan,  
Substance Abuse Foundation,Barbados,  
Substance Abuse Research Association (SARA),Myanmar (use new code MYA),  
"Substance Misuse: Advocacy, Research and Training of South Africa (SMART)",South Africa,  
Sucet Foundation,Suriname,  
Sultan Bahu Centre,South Africa,  
Sumithrayo Drug Demand Reduction Programme,Sri Lanka,  
Sunny Trust International (STI),Pakistan,  
"Sunrise Community Counseling Center, Inc.",United States of America,  
Support the Kurdistan Women Organization,Iran (Islamic Republic of),  
Surekemu Lanka Drugs Prevention Unity,Sri Lanka,  
SURINAME MEN UNITED,Suriname,  
Sustainable Development Foundation (SDF),Pakistan,  
Swat youth Front (SYF),Pakistan,  
Swaziland Association for Crime Prevention and the Rehabilitation of Offenders (SACPRO),Swaziland,  
Swedish Association for Help and Assistance to Drug Users (RFHL),Sweden,  
Swedish National Association for a Drug-free Society (Riksförbundet Narkotikafritt Samhälle RNS) (RNS),Sweden,  
Swedish Youth Temperance Association,Sweden,  
Syndicat National Autonome des Personnels de l'Administration Publique (SNAPAP),Algeria,  
Taekwon-do Federation of Turkmenistan,Turkmenistan,  
Tais Plus,Kyrgyzstan,  
Takiwasi Rehabilitation and Traditional Medicine Research Centre,Peru,  
Taller del Barrio,Bolivia,  
Tallinn AIDS Prevention Centre / Living for Tomorrow (LFT),Estonia,  
Tambling Wildlife Nature Conservation (TWNC),Indonesia,  
Tanzania League of the Blind (TLB),Tanzania (United Republic of),  
Tanzania Social Workers Association,Tanzania (United Republic of),  
Tanzania Volunteer for Development Trust Fund (TAVODET),Tanzania (United Republic of),  
Tapestri Inc.,United States of America,  
Tarok Youth Organization,Bangladesh,  
"Task Force on Human Trafficking, ATZUM (TFHT)",Israel,  
Tax Justice Network (TJN),United Kingdom,  
TCI Foundation,India,  
Team International Foundation,Ghana,  
Tearfund,United Kingdom,  
Temidayo Ogan Child Safety and Support Foundation (TOCSS),Nigeria,  
Terra-1530,Republic of Moldova,  
Terre des hommes Foundation (TDH),Switzerland,  
Terre Vivante,Mauritania,  
Terres des Hommes in Benin,Benin,  
Texans' War on Drugs,,  
THABA-BOSIU CENTRE (BLUE CROSS),Lesotho,  
Thai Drug Users' Network (TDN),Thailand,  
Thai Harm Reduction Network (THRN),Thailand,  
Thai Tribal Narcotics Detoxification & Rehabilitation Project (TTNDRP),Thailand,  
Thai Worldview Foundation,Thailand,  
Thal Protection Society for Women Rights,Pakistan,  
The Advisory Council on Alcohol and Drug Education (TACADE),United Kingdom,  
The Angel Coalition,Russian Federation,  
The Asia Foundation,United States of America,  
The Beckley Foundation Drug Policy Programme (BFDPP),United Kingdom,  
The Bogotá Children's Shelter Albergue Infantil de Bogotá,Colombia,  
"The Buttery, Inc.",Australia,  
The Canadian Harm Reduction Network,Canada,  
The Drug Abuse Prevention Center (DAPC),Japan (use new code JPN),  
The Drug Salvation Foundation (TDSF),Nigeria,  
The Easter Benjamins Memorial Foundation,Nepal,  
The European Federation of Public Service Employees (EUROFEDOP),,  
The European Institute for Crime Prevention and Control (HEUNI),Finland,  
The Everrett Clinic,United States of America,  
The Family Africa,South Africa,  
The Foundation for Human Rights and Development (FHRD),Cameroon,  
The Future Group,Canada,  
The Garden of Hope Foundation (GOH),"Taiwan, Province of",  
The General Egyptian Association for Prevention of Alcoholism and Combat of Narcotics,Egypt,  
The Hong Kong Anti Corruption Institute (HKACI),Hong Kong SAR of China,  
The Hotline for Migrant Workers,Israel,  
The House for Women Saalaa,Japan (use new code JPN),  
The Institute on Global Drug Policy,United States of America,  
The International Association of Anti-Corruption Authorities (IAACA),China,  
The International Center for Street Children and Child Trafficking,Gambia,  
The International Center for Women Rights Protection and Promotion (La Strada - Moldova),,  
The International Centre for Scientific Culture - World Laboratory (ICSC - World Laboratory),Switzerland,  
The International Commission for the Prevention of Alcoholism and Drug Dependency (ICPA),United States of America,fesahat@ecd.adventist.org
The International Council on Security and Development (ICOS),United Kingdom,  
The International Drug Policy Consortium (IDPC),United Kingdom,  
The International Federation of Associations of Victims of Terrorism (IFAVT),France,  
The International Federation of Recovered Addiction Therapists (IFRAT),United Kingdom,info@arshedny.com
THE INTERNATIONAL LA STRADA ASSOCIATION (LSI),Netherlands,  
The International reproductive Rights research Action Group (IRRRAG),Nigeria,  
The International Victimology Institute Tilburg (INTERVICT),Netherlands,  
The International Women`s Right Center (La Strada - Ukraine),Ukraine,  
The John Howard Society of the Lower Mainland,Canada,  
The Kalusha Foundation,Zambia,  
The Kids League Uganda,Uganda,  
The Lebanese Child Home Association (AFEL),Lebanon,  
The Legal Center for Women’s Initiatives “Sana Sezim”,Kazakhstan,  
The Libyan National Society for Anti-Drugs and Mental Stimulants,Libyan Arab Jamahiriya,  
The Lutheran World Federation,Nepal,  
The Maranatha Community,United Kingdom,  
The McShin Foundation,United States of America,  
The Medicimage Foundation,United Kingdom,  
The Mirror Foundation,Thailand,  
The National Association for the Fight Against Corruption (ANLC),Algeria,  
The Omari Project (TOP),Kenya,  
The Peres Center for Peace,Israel,  
The Poppy Project / Eaves Housing for Women,United Kingdom,  
The Potter's Wheel Christian Fellowship,Canada,  
The Protection Project,United States of America,  
The Recovering Group,Nepal,  
The Reform Forum Nepal,Nepal,  
The Rising Sun Family Organization,Uganda,  
The Safety First Project of the Drug Policy Alliance,United States of America,  
The Salvation Army,United Kingdom,IHQ-ISJC@salvationarmy.org
The Salvation Army - International Social Justice Commission,United States of America,  
The Secretariat of the Shelter Movement,Norway,  
The Smile of the Child,Greece,  
The Social Rehabilitation Center,Qatar,  
The Society For The Policing of Cyberspace (POLCYB),Canada,  
"The Society of Rehabilitation and Crime Prevention, Hong Kong",China,  
The Substance Abuse Foundation,Barbados,  
The Suzanne Mubarak Women's International Peace Movement to End Human Trafficking Now,Switzerland,  
The Teddy Bear Clinic for Abused Children,South Africa,  
The Tower,Serbia,  
The Trauma Centre for Survivors of Violence and Torture,South Africa,  
The Tronie Foundation,United States of America,  
The Welfare Association for the Development of Afghanistan (WADAN),Afghanistan,  
The Yemeni Family Care Association (YFCA),Yemen,  
The Youth Substance Abuse Service (YSAS),Australia,  
Theatre and Arts for Less Fortunate (TALF),Bangladesh,  
Thengamara Mohila Sabuj Sangha (TMSS),Bangladesh,  
Therapiezentrum Grafrath,Germany,  
Therapy Centre for Dependent Individuals (KETHEA),Greece,  
Therapy Centre RANAR,Kyrgyzstan,  
Think Youth Independent Association (TYIA),Cameroon,  
Thusang Advice Centre,South Africa,  
Tirasara Lanka Development Foundation (Tirasara),Sri Lanka,  
Tofulty Center for Alternatives of Developing and Improving Family and Society,Egypt,  
Together Against Cybercrime (TaC),France,  
Together For A Drug Free Hungary Movement,Hungary,  
ToPeer,Bosnia and Herzegovina,  
Total Response to Alcohol and Drug Abuse (TRADA),India,  
Tour Operation et Initiatives (TOI),Congo,Ongtoi_rdcmm@yahoo.fr
Trade Union Congress of the Philippines (TUCP),Philippines,  
Tradenews International (magazine),India,  
Trades Union Congress (TUC),United Kingdom,  
TRAFFIC International,United Kingdom,  
"Trance Research Foundation, Inc.",United States of America,  
Transcultural Psychosocial Organisation (TPO),Uganda,  
Transform Drug Policy Foundation,United Kingdom,  
Transnational AIDS/STI Prevention Among Migrant Prostitutes in Europe (TAMPEP),Netherlands,tampeponlus@tampepitalia.it
Transnational AIDS/STI Prevention Among Migrant Prostitutes in Europe Project Association Italy (TAMPEP Italy),Italy,  
Transnational Crime and Corruption Center (TraCCC),Georgia,  
Transparency and Accountability Network (TAN),Philippines,  
Transparency International (TI),Germany,  
Treatment Alternatives for Safe Communities (TASC),United States of America,  
Tribal Rights Watch,Pakistan,  
Trinity Care Foundation,India,  
Trinity Lutheran Church,Saint Lucia,  
Trios Human Development Foundation,Nigeria,  
Trocaire,Ireland,  
"Trust Centre ""Sabr""",Uzbekistan,  
Trust Fund for Treatment & Rehabilitation of Drug Addicts,Mauritius,  
Trust in the Area of Social Activities,India,  
